sample_a,sample_b,pair_type,similarity
杨戴/伤逝__chunk002,杨戴/祝福__chunk004,same,0.830066
杨戴/伤逝__chunk002,杨戴/离婚__chunk001,same,0.853543
杨戴/伤逝__chunk002,杨戴/离婚__chunk002,same,0.846594
杨戴/伤逝__chunk002,杨戴/肥皂__chunk001,same,0.879642
杨戴/伤逝__chunk002,杨戴/肥皂__chunk002,same,0.846702
杨戴/伤逝__chunk002,杨戴/药__chunk001,same,0.818813
杨戴/伤逝__chunk002,杨戴/药__chunk002,same,0.809633
杨戴/伤逝__chunk002,杨戴/铸剑__chunk001,same,0.838197
杨戴/伤逝__chunk002,杨戴/铸剑__chunk002,same,0.803161
杨戴/伤逝__chunk002,杨戴/铸剑__chunk003,same,0.823007
杨戴/伤逝__chunk002,杨戴/阿Q正传__chunk001,same,0.809863
杨戴/伤逝__chunk002,杨戴/阿Q正传__chunk002,same,0.792709
杨戴/伤逝__chunk002,杨戴/阿Q正传__chunk003,same,0.808686
杨戴/伤逝__chunk002,杨戴/阿Q正传__chunk004,same,0.797509
杨戴/伤逝__chunk002,杨戴/阿Q正传__chunk005,same,0.817974
杨戴/伤逝__chunk002,杨戴/阿Q正传__chunk006,same,0.826244
杨戴/伤逝__chunk002,杨戴/阿Q正传__chunk007,same,0.812725
杨戴/伤逝__chunk002,杨戴/阿Q正传__chunk008,same,0.819595
杨戴/伤逝__chunk002,杨戴/阿Q正传__chunk009,same,0.793469
杨戴/伤逝__chunk002,杨戴/风波__chunk001,same,0.870653
杨戴/伤逝__chunk002,杨戴/风波__chunk002,same,0.833057
杨戴/伤逝__chunk002,蓝/伤逝__chunk001,cross,0.892588
杨戴/伤逝__chunk002,蓝/伤逝__chunk002,cross,0.928021
杨戴/伤逝__chunk002,蓝/伤逝__chunk003,cross,0.905398
杨戴/伤逝__chunk002,蓝/在酒楼上__chunk001,cross,0.909250
杨戴/伤逝__chunk002,蓝/在酒楼上__chunk002,cross,0.911860
杨戴/伤逝__chunk002,蓝/奔月__chunk001,cross,0.851206
杨戴/伤逝__chunk002,蓝/奔月__chunk002,cross,0.825966
杨戴/伤逝__chunk002,蓝/孤独者__chunk001,cross,0.862508
杨戴/伤逝__chunk002,蓝/孤独者__chunk002,cross,0.891830
杨戴/伤逝__chunk002,蓝/孤独者__chunk003,cross,0.885765
杨戴/伤逝__chunk002,蓝/孤独者__chunk004,cross,0.854997
杨戴/伤逝__chunk002,蓝/幸福的家庭__chunk001,cross,0.818923
杨戴/伤逝__chunk002,蓝/故乡__chunk001,cross,0.910824
杨戴/伤逝__chunk002,蓝/故乡__chunk002,cross,0.849711
杨戴/伤逝__chunk002,蓝/明天__chunk001,cross,0.853387
杨戴/伤逝__chunk002,蓝/狂人日记__chunk001,cross,0.853102
杨戴/伤逝__chunk002,蓝/狂人日记__chunk002,cross,0.840132
杨戴/伤逝__chunk002,蓝/社戏__chunk001,cross,0.864535
杨戴/伤逝__chunk002,蓝/社戏__chunk002,cross,0.868888
杨戴/伤逝__chunk002,蓝/祝福__chunk001,cross,0.876775
杨戴/伤逝__chunk002,蓝/祝福__chunk002,cross,0.876040
杨戴/伤逝__chunk002,蓝/祝福__chunk003,cross,0.882061
杨戴/伤逝__chunk002,蓝/离婚__chunk001,cross,0.838332
杨戴/伤逝__chunk002,蓝/离婚__chunk002,cross,0.819798
杨戴/伤逝__chunk002,蓝/肥皂__chunk001,cross,0.864768
杨戴/伤逝__chunk002,蓝/肥皂__chunk002,cross,0.822978
杨戴/伤逝__chunk002,蓝/药__chunk001,cross,0.794531
杨戴/伤逝__chunk002,蓝/铸剑__chunk001,cross,0.843688
杨戴/伤逝__chunk002,蓝/铸剑__chunk002,cross,0.800914
杨戴/伤逝__chunk002,蓝/铸剑__chunk003,cross,0.790634
杨戴/伤逝__chunk002,蓝/阿Q正传__chunk001,cross,0.780522
杨戴/伤逝__chunk002,蓝/阿Q正传__chunk002,cross,0.763034
杨戴/伤逝__chunk002,蓝/阿Q正传__chunk003,cross,0.767438
杨戴/伤逝__chunk002,蓝/阿Q正传__chunk004,cross,0.787372
杨戴/伤逝__chunk002,蓝/阿Q正传__chunk005,cross,0.769969
杨戴/伤逝__chunk002,蓝/阿Q正传__chunk006,cross,0.801515
杨戴/伤逝__chunk002,蓝/阿Q正传__chunk007,cross,0.813963
杨戴/伤逝__chunk002,蓝/阿Q正传__chunk008,cross,0.809888
杨戴/伤逝__chunk002,蓝/风波__chunk001,cross,0.845596
杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,same,0.937893
杨戴/伤逝__chunk003,杨戴/在酒楼上__chunk001,same,0.916984
杨戴/伤逝__chunk003,杨戴/在酒楼上__chunk002,same,0.897073
杨戴/伤逝__chunk003,杨戴/奔月__chunk001,same,0.874816
杨戴/伤逝__chunk003,杨戴/奔月__chunk002,same,0.840490
杨戴/伤逝__chunk003,杨戴/孤独者__chunk001,same,0.877155
杨戴/伤逝__chunk003,杨戴/孤独者__chunk002,same,0.879967
杨戴/伤逝__chunk003,杨戴/孤独者__chunk003,same,0.912652
杨戴/伤逝__chunk003,杨戴/孤独者__chunk004,same,0.889983
杨戴/伤逝__chunk003,杨戴/幸福的家庭__chunk001,same,0.817864
杨戴/伤逝__chunk003,杨戴/故乡__chunk001,same,0.907950
杨戴/伤逝__chunk003,杨戴/故乡__chunk002,same,0.885723
杨戴/伤逝__chunk003,杨戴/明天__chunk001,same,0.823818
杨戴/伤逝__chunk003,杨戴/狂人日记__chunk001,same,0.862197
杨戴/伤逝__chunk003,杨戴/狂人日记__chunk002,same,0.857426
杨戴/伤逝__chunk003,杨戴/社戏__chunk001,same,0.912834
杨戴/伤逝__chunk003,杨戴/社戏__chunk002,same,0.880383
杨戴/伤逝__chunk003,杨戴/祝福__chunk001,same,0.922267
杨戴/伤逝__chunk003,杨戴/祝福__chunk002,same,0.843702
杨戴/伤逝__chunk003,杨戴/祝福__chunk003,same,0.846608
杨戴/伤逝__chunk003,杨戴/祝福__chunk004,same,0.852090
杨戴/伤逝__chunk003,杨戴/离婚__chunk001,same,0.835865
杨戴/伤逝__chunk003,杨戴/离婚__chunk002,same,0.853628
杨戴/伤逝__chunk003,杨戴/肥皂__chunk001,same,0.865788
杨戴/伤逝__chunk003,杨戴/肥皂__chunk002,same,0.846264
杨戴/伤逝__chunk003,杨戴/药__chunk001,same,0.833697
杨戴/伤逝__chunk003,杨戴/药__chunk002,same,0.824457
杨戴/伤逝__chunk003,杨戴/铸剑__chunk001,same,0.843913
杨戴/伤逝__chunk003,杨戴/铸剑__chunk002,same,0.819780
杨戴/伤逝__chunk003,杨戴/铸剑__chunk003,same,0.824660
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk001,same,0.802249
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk002,same,0.775936
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk003,same,0.804253
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk004,same,0.792965
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk005,same,0.798705
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk006,same,0.808571
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk007,same,0.790067
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk008,same,0.798919
杨戴/伤逝__chunk003,杨戴/阿Q正传__chunk009,same,0.794580
杨戴/伤逝__chunk003,杨戴/风波__chunk001,same,0.858589
杨戴/伤逝__chunk003,杨戴/风波__chunk002,same,0.841004
杨戴/伤逝__chunk003,蓝/伤逝__chunk001,cross,0.916012
杨戴/伤逝__chunk003,蓝/伤逝__chunk002,cross,0.957849
杨戴/伤逝__chunk003,蓝/伤逝__chunk003,cross,0.936515
杨戴/伤逝__chunk003,蓝/在酒楼上__chunk001,cross,0.919096
杨戴/伤逝__chunk003,蓝/在酒楼上__chunk002,cross,0.897277
杨戴/伤逝__chunk003,蓝/奔月__chunk001,cross,0.863008
杨戴/伤逝__chunk003,蓝/奔月__chunk002,cross,0.839666
杨戴/伤逝__chunk003,蓝/孤独者__chunk001,cross,0.861131
杨戴/伤逝__chunk003,蓝/孤独者__chunk002,cross,0.904730
杨戴/伤逝__chunk003,蓝/孤独者__chunk003,cross,0.906117
杨戴/伤逝__chunk003,蓝/孤独者__chunk004,cross,0.875327
杨戴/伤逝__chunk003,蓝/幸福的家庭__chunk001,cross,0.838046
杨戴/伤逝__chunk003,蓝/故乡__chunk001,cross,0.913834
杨戴/伤逝__chunk003,蓝/故乡__chunk002,cross,0.854793
杨戴/伤逝__chunk003,蓝/明天__chunk001,cross,0.850486
杨戴/伤逝__chunk003,蓝/狂人日记__chunk001,cross,0.876686
杨戴/伤逝__chunk003,蓝/狂人日记__chunk002,cross,0.855875
杨戴/伤逝__chunk003,蓝/社戏__chunk001,cross,0.882436
杨戴/伤逝__chunk003,蓝/社戏__chunk002,cross,0.878582
杨戴/伤逝__chunk003,蓝/祝福__chunk001,cross,0.893962
杨戴/伤逝__chunk003,蓝/祝福__chunk002,cross,0.856191
杨戴/伤逝__chunk003,蓝/祝福__chunk003,cross,0.867780
杨戴/伤逝__chunk003,蓝/离婚__chunk001,cross,0.854184
杨戴/伤逝__chunk003,蓝/离婚__chunk002,cross,0.844823
杨戴/伤逝__chunk003,蓝/肥皂__chunk001,cross,0.874338
杨戴/伤逝__chunk003,蓝/肥皂__chunk002,cross,0.831457
杨戴/伤逝__chunk003,蓝/药__chunk001,cross,0.814441
杨戴/伤逝__chunk003,蓝/铸剑__chunk001,cross,0.866688
杨戴/伤逝__chunk003,蓝/铸剑__chunk002,cross,0.818842
杨戴/伤逝__chunk003,蓝/铸剑__chunk003,cross,0.807455
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk001,cross,0.786437
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk002,cross,0.763310
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk003,cross,0.771916
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk004,cross,0.790629
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk005,cross,0.779198
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk006,cross,0.815032
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk007,cross,0.821331
杨戴/伤逝__chunk003,蓝/阿Q正传__chunk008,cross,0.806670
杨戴/伤逝__chunk003,蓝/风波__chunk001,cross,0.854831
杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk001,same,0.901118
杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk002,same,0.893155
杨戴/伤逝__chunk004,杨戴/奔月__chunk001,same,0.871568
杨戴/伤逝__chunk004,杨戴/奔月__chunk002,same,0.827166
杨戴/伤逝__chunk004,杨戴/孤独者__chunk001,same,0.847481
杨戴/伤逝__chunk004,杨戴/孤独者__chunk002,same,0.912998
杨戴/伤逝__chunk004,杨戴/孤独者__chunk003,same,0.935035
杨戴/伤逝__chunk004,杨戴/孤独者__chunk004,same,0.875179
杨戴/伤逝__chunk004,杨戴/幸福的家庭__chunk001,same,0.817861
杨戴/伤逝__chunk004,杨戴/故乡__chunk001,same,0.886469
杨戴/伤逝__chunk004,杨戴/故乡__chunk002,same,0.872763
杨戴/伤逝__chunk004,杨戴/明天__chunk001,same,0.807356
杨戴/伤逝__chunk004,杨戴/狂人日记__chunk001,same,0.876945
杨戴/伤逝__chunk004,杨戴/狂人日记__chunk002,same,0.862856
杨戴/伤逝__chunk004,杨戴/社戏__chunk001,same,0.896514
杨戴/伤逝__chunk004,杨戴/社戏__chunk002,same,0.848421
杨戴/伤逝__chunk004,杨戴/祝福__chunk001,same,0.899810
杨戴/伤逝__chunk004,杨戴/祝福__chunk002,same,0.821660
杨戴/伤逝__chunk004,杨戴/祝福__chunk003,same,0.827467
杨戴/伤逝__chunk004,杨戴/祝福__chunk004,same,0.813631
杨戴/伤逝__chunk004,杨戴/离婚__chunk001,same,0.838459
杨戴/伤逝__chunk004,杨戴/离婚__chunk002,same,0.842654
杨戴/伤逝__chunk004,杨戴/肥皂__chunk001,same,0.866182
杨戴/伤逝__chunk004,杨戴/肥皂__chunk002,same,0.839340
杨戴/伤逝__chunk004,杨戴/药__chunk001,same,0.816723
杨戴/伤逝__chunk004,杨戴/药__chunk002,same,0.804733
杨戴/伤逝__chunk004,杨戴/铸剑__chunk001,same,0.844104
杨戴/伤逝__chunk004,杨戴/铸剑__chunk002,same,0.808826
杨戴/伤逝__chunk004,杨戴/铸剑__chunk003,same,0.804585
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk001,same,0.792245
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk002,same,0.755600
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk003,same,0.779476
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk004,same,0.765925
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk005,same,0.774232
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk006,same,0.785701
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk007,same,0.777629
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk008,same,0.780096
杨戴/伤逝__chunk004,杨戴/阿Q正传__chunk009,same,0.770314
杨戴/伤逝__chunk004,杨戴/风波__chunk001,same,0.832295
杨戴/伤逝__chunk004,杨戴/风波__chunk002,same,0.821251
杨戴/伤逝__chunk004,蓝/伤逝__chunk001,cross,0.894470
杨戴/伤逝__chunk004,蓝/伤逝__chunk002,cross,0.928489
杨戴/伤逝__chunk004,蓝/伤逝__chunk003,cross,0.913909
杨戴/伤逝__chunk004,蓝/在酒楼上__chunk001,cross,0.889638
杨戴/伤逝__chunk004,蓝/在酒楼上__chunk002,cross,0.890183
杨戴/伤逝__chunk004,蓝/奔月__chunk001,cross,0.836812
杨戴/伤逝__chunk004,蓝/奔月__chunk002,cross,0.814447
杨戴/伤逝__chunk004,蓝/孤独者__chunk001,cross,0.839802
杨戴/伤逝__chunk004,蓝/孤独者__chunk002,cross,0.885082
杨戴/伤逝__chunk004,蓝/孤独者__chunk003,cross,0.913431
杨戴/伤逝__chunk004,蓝/孤独者__chunk004,cross,0.839153
杨戴/伤逝__chunk004,蓝/幸福的家庭__chunk001,cross,0.820703
杨戴/伤逝__chunk004,蓝/故乡__chunk001,cross,0.884677
杨戴/伤逝__chunk004,蓝/故乡__chunk002,cross,0.836013
杨戴/伤逝__chunk004,蓝/明天__chunk001,cross,0.816907
杨戴/伤逝__chunk004,蓝/狂人日记__chunk001,cross,0.881905
杨戴/伤逝__chunk004,蓝/狂人日记__chunk002,cross,0.866343
杨戴/伤逝__chunk004,蓝/社戏__chunk001,cross,0.854135
杨戴/伤逝__chunk004,蓝/社戏__chunk002,cross,0.836899
杨戴/伤逝__chunk004,蓝/祝福__chunk001,cross,0.873491
杨戴/伤逝__chunk004,蓝/祝福__chunk002,cross,0.830356
杨戴/伤逝__chunk004,蓝/祝福__chunk003,cross,0.853622
杨戴/伤逝__chunk004,蓝/离婚__chunk001,cross,0.828526
杨戴/伤逝__chunk004,蓝/离婚__chunk002,cross,0.821817
杨戴/伤逝__chunk004,蓝/肥皂__chunk001,cross,0.836933
杨戴/伤逝__chunk004,蓝/肥皂__chunk002,cross,0.804250
杨戴/伤逝__chunk004,蓝/药__chunk001,cross,0.784084
杨戴/伤逝__chunk004,蓝/铸剑__chunk001,cross,0.839239
杨戴/伤逝__chunk004,蓝/铸剑__chunk002,cross,0.785728
杨戴/伤逝__chunk004,蓝/铸剑__chunk003,cross,0.765465
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk001,cross,0.760547
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk002,cross,0.731132
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk003,cross,0.734419
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk004,cross,0.760368
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk005,cross,0.743162
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk006,cross,0.778915
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk007,cross,0.780791
杨戴/伤逝__chunk004,蓝/阿Q正传__chunk008,cross,0.780645
杨戴/伤逝__chunk004,蓝/风波__chunk001,cross,0.823888
杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,same,0.904665
杨戴/在酒楼上__chunk001,杨戴/奔月__chunk001,same,0.876876
杨戴/在酒楼上__chunk001,杨戴/奔月__chunk002,same,0.863405
杨戴/在酒楼上__chunk001,杨戴/孤独者__chunk001,same,0.893271
杨戴/在酒楼上__chunk001,杨戴/孤独者__chunk002,same,0.891868
杨戴/在酒楼上__chunk001,杨戴/孤独者__chunk003,same,0.897924
杨戴/在酒楼上__chunk001,杨戴/孤独者__chunk004,same,0.890704
杨戴/在酒楼上__chunk001,杨戴/幸福的家庭__chunk001,same,0.860330
杨戴/在酒楼上__chunk001,杨戴/故乡__chunk001,same,0.940083
杨戴/在酒楼上__chunk001,杨戴/故乡__chunk002,same,0.924373
杨戴/在酒楼上__chunk001,杨戴/明天__chunk001,same,0.817684
杨戴/在酒楼上__chunk001,杨戴/狂人日记__chunk001,same,0.912149
杨戴/在酒楼上__chunk001,杨戴/狂人日记__chunk002,same,0.892555
杨戴/在酒楼上__chunk001,杨戴/社戏__chunk001,same,0.942043
杨戴/在酒楼上__chunk001,杨戴/社戏__chunk002,same,0.916063
杨戴/在酒楼上__chunk001,杨戴/祝福__chunk001,same,0.946503
杨戴/在酒楼上__chunk001,杨戴/祝福__chunk002,same,0.844442
杨戴/在酒楼上__chunk001,杨戴/祝福__chunk003,same,0.870818
杨戴/在酒楼上__chunk001,杨戴/祝福__chunk004,same,0.849483
杨戴/在酒楼上__chunk001,杨戴/离婚__chunk001,same,0.852622
杨戴/在酒楼上__chunk001,杨戴/离婚__chunk002,same,0.824832
杨戴/在酒楼上__chunk001,杨戴/肥皂__chunk001,same,0.840535
杨戴/在酒楼上__chunk001,杨戴/肥皂__chunk002,same,0.855299
杨戴/在酒楼上__chunk001,杨戴/药__chunk001,same,0.850439
杨戴/在酒楼上__chunk001,杨戴/药__chunk002,same,0.814300
杨戴/在酒楼上__chunk001,杨戴/铸剑__chunk001,same,0.868699
杨戴/在酒楼上__chunk001,杨戴/铸剑__chunk002,same,0.851952
杨戴/在酒楼上__chunk001,杨戴/铸剑__chunk003,same,0.875606
杨戴/在酒楼上__chunk001,杨戴/阿Q正传__chunk001,same,0.856654
杨戴/在酒楼上__chunk001,杨戴/阿Q正传__chunk002,same,0.846312
杨戴/在酒楼上__chunk001,杨戴/阿Q正传__chunk003,same,0.840593
杨戴/在酒楼上__chunk001,杨戴/阿Q正传__chunk004,same,0.828028
杨戴/在酒楼上__chunk001,杨戴/阿Q正传__chunk005,same,0.865105
杨戴/在酒楼上__chunk001,杨戴/阿Q正传__chunk006,same,0.849637
杨戴/在酒楼上__chunk001,杨戴/阿Q正传__chunk007,same,0.852914
杨戴/在酒楼上__chunk001,杨戴/阿Q正传__chunk008,same,0.847335
杨戴/在酒楼上__chunk001,杨戴/阿Q正传__chunk009,same,0.846697
杨戴/在酒楼上__chunk001,杨戴/风波__chunk001,same,0.871021
杨戴/在酒楼上__chunk001,杨戴/风波__chunk002,same,0.832967
杨戴/在酒楼上__chunk001,蓝/伤逝__chunk001,cross,0.917144
杨戴/在酒楼上__chunk001,蓝/伤逝__chunk002,cross,0.897496
杨戴/在酒楼上__chunk001,蓝/伤逝__chunk003,cross,0.907759
杨戴/在酒楼上__chunk001,蓝/在酒楼上__chunk001,cross,0.939297
杨戴/在酒楼上__chunk001,蓝/在酒楼上__chunk002,cross,0.880277
杨戴/在酒楼上__chunk001,蓝/奔月__chunk001,cross,0.875039
杨戴/在酒楼上__chunk001,蓝/奔月__chunk002,cross,0.858084
杨戴/在酒楼上__chunk001,蓝/孤独者__chunk001,cross,0.891606
杨戴/在酒楼上__chunk001,蓝/孤独者__chunk002,cross,0.899445
杨戴/在酒楼上__chunk001,蓝/孤独者__chunk003,cross,0.873923
杨戴/在酒楼上__chunk001,蓝/孤独者__chunk004,cross,0.884176
杨戴/在酒楼上__chunk001,蓝/幸福的家庭__chunk001,cross,0.864287
