,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/伤逝__chunk005,杨戴/伤逝__chunk006,杨戴/伤逝__chunk007,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/在酒楼上__chunk003,杨戴/在酒楼上__chunk004,杨戴/在酒楼上__chunk005,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/奔月__chunk003,杨戴/奔月__chunk004,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/孤独者__chunk005,杨戴/孤独者__chunk006,杨戴/孤独者__chunk007,杨戴/孤独者__chunk008,杨戴/幸福的家庭__chunk001,杨戴/幸福的家庭__chunk002,杨戴/幸福的家庭__chunk003,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/故乡__chunk003,杨戴/故乡__chunk004,杨戴/明天__chunk001,杨戴/明天__chunk002,杨戴/明天__chunk003,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/狂人日记__chunk003,杨戴/狂人日记__chunk004,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/社戏__chunk003,杨戴/社戏__chunk004,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/祝福__chunk005,杨戴/祝福__chunk006,杨戴/祝福__chunk007,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/离婚__chunk003,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/肥皂__chunk003,杨戴/肥皂__chunk004,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/药__chunk003,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/铸剑__chunk004,杨戴/铸剑__chunk005,杨戴/铸剑__chunk006,杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/阿Q正传__chunk010,杨戴/阿Q正传__chunk011,杨戴/阿Q正传__chunk012,杨戴/阿Q正传__chunk013,杨戴/阿Q正传__chunk014,杨戴/阿Q正传__chunk015,杨戴/阿Q正传__chunk016,杨戴/阿Q正传__chunk017,杨戴/风波__chunk001,杨戴/风波__chunk002,杨戴/风波__chunk003,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/伤逝__chunk004,蓝/伤逝__chunk005,蓝/伤逝__chunk006,蓝/伤逝__chunk007,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/在酒楼上__chunk003,蓝/在酒楼上__chunk004,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/奔月__chunk003,蓝/奔月__chunk004,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/孤独者__chunk005,蓝/孤独者__chunk006,蓝/孤独者__chunk007,蓝/孤独者__chunk008,蓝/幸福的家庭__chunk001,蓝/幸福的家庭__chunk002,蓝/幸福的家庭__chunk003,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/故乡__chunk003,蓝/明天__chunk001,蓝/明天__chunk002,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/狂人日记__chunk003,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/社戏__chunk003,蓝/社戏__chunk004,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/祝福__chunk004,蓝/祝福__chunk005,蓝/祝福__chunk006,蓝/祝福__chunk007,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/离婚__chunk003,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/肥皂__chunk003,蓝/肥皂__chunk004,蓝/药__chunk001,蓝/药__chunk002,蓝/药__chunk003,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/铸剑__chunk004,蓝/铸剑__chunk005,蓝/铸剑__chunk006,蓝/铸剑__chunk007,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/阿Q正传__chunk009,蓝/阿Q正传__chunk010,蓝/阿Q正传__chunk011,蓝/阿Q正传__chunk012,蓝/阿Q正传__chunk013,蓝/阿Q正传__chunk014,蓝/阿Q正传__chunk015,蓝/阿Q正传__chunk016,蓝/阿Q正传__chunk017,蓝/风波__chunk001,蓝/风波__chunk002,蓝/风波__chunk003
杨戴/社戏__chunk002,0.959015,0.983129,0.978423,0.798233,0.771698,0.886488,0.926104,1.023936,0.878276,0.999213,1.012729,1.104162,0.993812,1.013337,1.167935,0.986225,0.995156,0.776096,0.947610,0.941220,0.861705,1.059546,0.909680,1.018018,1.323762,1.171193,1.298277,0.908187,0.961196,1.120605,1.034409,1.070564,1.167975,1.264065,1.029918,1.181901,1.058010,1.130001,0.843328,0.000000,0.923926,1.137551,1.068908,0.938842,0.936675,1.056938,1.045503,1.014710,1.072982,1.201969,1.080884,0.966239,1.111640,1.016875,1.069335,1.046733,1.209527,1.110209,1.041853,1.084804,1.097371,1.042987,1.118035,1.126201,1.158952,0.999020,1.144652,1.050503,1.135799,1.072933,1.181335,1.020595,1.076032,1.113672,1.076417,0.928470,1.129953,1.050408,1.008046,1.130761,1.094478,1.137071,1.239517,0.971668,1.149546,1.010668,1.016860,0.972376,0.975825,0.890226,0.967352,1.029359,1.062959,1.055117,0.915089,1.166080,1.125926,1.082959,1.013237,1.129324,1.258163,1.006545,1.096515,0.973730,0.993886,1.007006,1.045926,1.039444,1.126340,1.143811,1.129838,1.504797,0.953792,1.164406,1.046804,1.077126,1.167221,0.988817,1.093733,0.959672,0.983969,0.711668,1.052039,1.252918,1.078197,0.985348,1.005861,1.125403,1.180002,1.195591,1.264619,1.156365,1.248507,1.162405,1.140761,0.918747,1.142970,1.190336,1.341937,1.273372,1.197028,1.131726,0.994287,1.168503,1.132476,1.162611,1.239369,1.033018,1.152548,1.069168,1.311956,1.085345,1.353862,0.960738,1.269099,1.145624,1.076341,1.054479,1.028167,1.140131,1.040465,1.074973,1.116922,1.165408,1.168189,1.079373,1.167248,1.154040
杨戴/社戏__chunk003,1.046094,1.051326,1.013638,1.046145,0.966038,0.950954,1.010362,0.993727,1.013032,1.239195,1.074350,1.161555,1.040945,0.989390,1.046090,1.024694,0.915002,0.905716,1.064484,1.035755,1.032529,1.285278,0.959031,1.120887,1.284209,1.109787,1.132787,1.055992,0.900295,1.113923,1.047365,1.095362,0.969844,1.223039,1.155794,1.281993,1.328120,1.347081,0.936918,0.923926,0.000000,0.839653,0.976139,1.124869,1.000206,1.000316,1.021321,1.124893,1.201553,1.074893,0.972975,0.995315,1.095857,1.044392,1.145233,0.951839,1.109715,0.955149,0.979844,0.987863,0.883482,0.858490,1.082511,0.922860,0.922273,0.921753,1.249417,1.231962,1.155762,1.155761,1.144784,1.183228,1.031165,1.158421,1.036062,0.950247,1.216954,0.994328,1.000797,1.150708,1.248530,1.036134,1.228701,0.890031,1.102964,0.889506,1.061251,1.009800,1.005242,0.934806,1.100251,1.107204,1.119419,0.951874,0.971348,1.236266,1.150386,0.970808,0.996266,0.953353,1.051802,0.994287,0.973500,1.126664,0.975651,1.030600,1.047271,0.930024,1.000516,1.086859,1.042699,1.231799,0.914682,1.124533,0.920593,0.942129,0.937402,1.154830,1.244746,1.148891,0.891135,0.852462,0.740625,0.951623,1.072994,1.052135,0.945352,0.980357,1.185663,1.131187,1.090093,0.967673,1.099114,1.073374,1.073976,0.915287,1.149360,1.015548,1.072494,1.063469,1.076573,0.997252,0.956554,1.004920,0.949736,0.934782,1.024816,0.987152,1.153933,1.256643,1.167804,1.101070,1.223848,1.041735,1.087143,1.059680,0.940938,1.006186,0.884200,1.025745,1.088384,1.076576,0.984200,1.118231,1.188100,0.905319,1.095902,0.993306
杨戴/社戏__chunk004,1.072660,0.974552,0.947614,1.098708,1.181600,0.965432,1.030898,1.101642,0.954215,1.187181,1.015081,1.205223,0.971071,1.097726,1.001801,1.078084,1.030822,0.989523,1.115729,1.084135,1.100530,1.348364,0.969335,1.146679,1.346399,1.179307,1.116799,1.064580,0.965249,1.123134,1.049633,1.002662,0.986461,1.209645,1.221446,1.298709,1.433869,1.374233,0.949546,1.137551,0.839653,0.000000,1.037779,1.242870,1.057759,0.972563,1.010759,1.206655,1.175881,1.041677,1.031019,1.059302,1.070691,1.150101,1.188687,0.921164,0.905281,0.889356,0.957076,0.952440,0.943726,0.949399,1.141228,0.906838,1.015375,0.993135,1.301089,1.253531,1.179497,1.219098,1.021527,1.111026,0.999641,1.097633,1.081578,1.096341,1.246697,0.928113,0.892917,1.132408,1.188038,1.000666,1.190729,0.851290,1.067026,0.892113,1.223249,0.993085,1.041564,1.063164,1.211591,1.104474,1.162661,1.030002,0.868550,1.173038,1.047087,1.014569,1.104281,0.938999,1.144025,1.054300,1.046559,1.136666,1.056745,1.164118,1.081269,1.042308,1.063182,1.191199,1.084586,1.274418,1.043266,1.093190,0.899514,1.029374,0.983696,1.263305,1.270454,1.243111,0.940703,1.193968,0.978057,0.939329,1.103549,1.100042,0.996139,1.073184,0.995435,1.202815,1.191834,1.148174,1.132806,1.152665,1.047744,1.119355,1.267822,1.027768,1.125739,1.108358,1.049202,1.073222,1.050998,1.062174,1.102483,1.028513,1.067204,1.103859,1.135577,1.269134,1.236900,1.222921,1.272233,1.139389,1.028709,1.189597,1.037921,1.161906,1.078843,1.026491,1.085530,1.134290,1.014109,1.033160,1.206185,0.950850,1.127054,1.074127
杨戴/祝福__chunk001,0.952259,1.088630,0.983078,1.088030,1.009099,0.888954,0.888338,0.933709,0.877082,0.988339,1.040350,1.287367,0.966202,0.923936,0.931385,0.977343,0.852841,0.855685,1.049462,0.944697,0.888386,1.202908,0.823661,1.168333,1.223227,1.060654,1.079632,0.941606,1.009920,1.114917,0.967470,0.943542,0.903395,1.205471,1.106931,1.173688,1.199236,1.228578,0.882407,1.068908,0.976139,1.037779,0.000000,1.080782,0.966249,0.985046,0.847189,1.146571,1.011556,1.106100,0.857039,0.946286,0.977999,1.087101,1.095379,0.913033,0.935964,1.042177,0.886397,0.871308,1.019631,0.964545,1.069895,1.080129,1.014236,1.063405,1.115394,1.085734,1.080345,1.201547,1.040542,1.031236,0.920990,1.100313,0.986718,1.043213,1.183868,1.071306,0.878198,1.155044,1.130458,1.099627,1.084599,0.952938,1.053922,0.891142,0.946581,1.007407,1.002392,0.959770,0.825153,0.876927,1.001903,0.959034,0.905886,1.085254,1.082383,0.925952,0.921036,0.922371,1.080706,0.782494,0.973502,1.010996,0.908059,0.909830,1.058163,0.813774,1.049155,1.009868,1.009672,1.240372,0.850897,1.091683,1.038610,0.911826,0.933428,1.120257,1.195673,1.103389,0.841140,1.008742,0.951319,1.000105,0.601451,0.991306,0.918776,0.955388,1.121160,1.152177,1.026913,1.118861,1.013280,1.152991,1.051983,0.970041,1.129020,1.121879,1.064181,1.024896,0.913915,0.921730,1.041451,0.967569,0.961879,0.954162,0.997664,1.085869,0.995709,1.157802,1.196546,1.065284,1.093400,1.030392,1.065066,1.102613,1.010822,1.021664,0.976323,0.913872,0.969782,1.048209,1.032521,1.041989,1.177084,0.813686,1.026219,1.009684
杨戴/祝福__chunk002,1.024782,1.043336,0.971475,1.011194,0.992025,1.022883,0.868221,1.042598,1.003193,0.947918,0.992049,1.129544,1.188758,1.086351,1.238045,1.128806,1.042378,1.033831,0.965080,0.958079,0.884096,0.939797,1.026699,1.086421,1.315649,1.080289,1.188917,0.986918,0.995726,1.110686,1.099195,1.127700,1.154583,1.344697,1.074841,1.015041,1.090215,0.966392,0.996432,0.938842,1.124869,1.242870,1.080782,0.000000,0.928885,1.034116,1.147501,1.083468,1.121388,1.115214,1.074560,0.908756,1.190652,1.012891,1.128608,1.084517,1.225426,1.080201,1.164338,1.138034,1.139114,1.216328,1.219403,1.184170,1.306488,1.131163,0.983366,0.952193,1.112915,1.089709,1.128418,1.089126,1.087687,1.120973,1.064685,1.127020,0.908196,1.092900,1.028120,1.253430,1.138621,1.179479,1.162720,1.142809,1.077646,1.129672,0.962031,1.059798,0.904362,1.020697,0.925314,1.068419,0.997302,1.159368,1.107081,1.169869,1.129187,1.165908,1.151239,1.192888,1.223989,1.101275,1.191023,0.977262,1.098503,1.019398,1.051543,1.152695,1.144763,1.321634,1.134687,1.430311,1.096412,1.180166,1.190803,1.200665,1.238634,1.117222,1.032762,1.113361,1.117580,1.128485,1.293364,1.400408,1.107560,0.804157,1.176383,1.171349,1.296996,1.246327,1.316681,1.168946,1.298936,1.035606,1.248790,1.157627,1.186086,1.285085,1.421538,1.323705,1.355836,1.202887,1.109249,1.244108,1.208412,1.206480,1.381030,1.291890,1.070757,1.063581,1.325708,1.156120,1.245541,1.065492,1.362137,1.213877,1.147090,1.142230,1.113723,1.241028,1.120450,1.242328,1.187274,1.263636,1.416429,1.155045,1.202248,1.200160
杨戴/祝福__chunk003,1.025063,0.981436,0.935787,0.962887,0.949668,0.841330,0.924061,0.954863,0.922909,0.970411,0.906196,1.127100,1.048340,1.081178,1.052512,1.073393,0.984991,0.954080,0.968786,0.891584,0.907336,1.128823,0.962425,1.140885,1.367600,1.213364,1.122064,0.966895,0.928442,1.022281,0.986713,0.903058,1.028419,1.087754,1.061813,1.058427,1.209462,1.190139,0.997957,0.936675,1.000206,1.057759,0.966249,0.928885,0.000000,0.843950,0.809076,0.998556,0.971389,1.107420,0.906078,0.814636,0.997017,1.086769,0.988755,1.058449,1.137965,1.035418,0.842818,1.067237,1.044252,1.090116,1.096864,1.130389,1.170698,1.149588,1.105117,1.147573,1.024124,1.003265,1.015232,1.034494,1.085259,1.027720,0.958779,0.954761,1.009115,1.039059,1.012454,1.073761,1.123237,1.138071,1.053452,0.863073,1.011449,0.944771,1.050583,1.014763,1.134171,0.997958,1.013409,0.993143,1.062447,1.068566,1.021349,1.186260,1.094440,1.080921,1.054785,1.044193,1.185001,0.941825,1.090324,1.060980,1.125442,1.020693,1.083674,1.046312,1.123958,1.270716,1.086152,1.348438,1.000424,1.207829,1.106582,0.976734,1.116824,1.094660,1.169317,1.206456,1.004572,1.093257,1.141199,1.096400,0.911216,0.951905,0.856003,1.019795,1.157472,1.154479,1.155257,1.180158,1.132243,1.082556,1.076458,1.064340,1.130734,1.159414,1.249607,1.221182,1.115989,1.226022,1.100081,1.085976,1.089243,1.132863,1.241654,1.093718,1.058750,1.106234,1.337349,1.169948,1.184002,1.119317,1.206455,1.218370,1.005201,1.010135,1.014805,1.129701,1.090827,1.179498,1.132178,1.115200,1.197815,0.947777,1.150193,1.124952
杨戴/祝福__chunk004,1.099001,1.028254,0.992628,1.122773,1.061332,1.027364,0.957696,1.212763,0.949247,0.984347,0.935556,1.121253,1.094345,1.042125,1.096139,1.166085,1.106031,0.884441,1.045540,0.898191,0.997826,1.168583,0.917814,1.115398,1.283112,1.186826,1.215559,1.101676,0.885913,1.086122,1.026490,1.015374,1.028519,1.187648,1.139522,1.070200,1.111138,1.130343,1.003688,1.056938,1.000316,0.972563,0.985046,1.034116,0.843950,0.000000,0.785188,0.994307,0.940136,1.158494,1.018235,0.967006,1.109433,1.029081,1.141495,1.052212,1.119892,1.095037,0.875655,1.108430,1.134431,1.139180,1.219534,1.097421,1.177008,1.195060,1.138973,1.205010,1.178907,1.191841,1.021011,1.101354,1.069204,1.083182,1.083312,1.095818,1.141621,1.025182,0.958308,1.111234,1.029923,1.062189,1.165822,0.942455,0.938942,0.888510,1.092025,1.101336,1.085464,1.095350,0.971502,1.102209,1.065507,1.203089,0.992512,1.156348,1.059940,1.017086,1.139327,1.059257,1.135765,1.100887,1.132415,1.011985,1.019562,1.117129,1.122717,1.118023,1.041401,1.248044,1.092262,1.315694,1.053602,1.079246,1.072818,0.926599,1.045243,1.153507,1.121115,1.048335,1.111720,1.145016,1.149776,1.192782,1.128913,1.037080,0.985929,0.834588,0.972571,1.019142,1.174479,1.088938,1.093755,1.075529,1.107530,1.052592,1.223970,1.122718,1.274813,1.254703,1.135321,1.176226,1.041710,1.197299,1.162176,1.170980,1.279168,1.233093,1.109055,1.229076,1.210932,1.116732,1.292661,1.106888,1.300869,1.176240,1.068488,1.154629,1.136552,1.209442,1.197555,1.162739,1.065651,1.189544,1.348581,1.045686,0.967836,1.171111
杨戴/祝福__chunk005,1.098782,1.045557,0.951061,1.048887,1.017658,0.989178,0.886847,1.084548,0.854071,0.944002,0.894639,1.163195,0.967559,1.013966,0.976401,0.988886,0.966949,0.972117,0.955519,0.918280,0.872494,1.295327,0.895979,1.247311,1.307183,1.103424,1.098917,1.013326,0.974436,0.989512,1.063253,0.918382,0.983662,1.135373,1.109570,1.177533,1.145717,1.235815,0.945795,1.045503,1.021321,1.010759,0.847189,1.147501,0.809076,0.785188,0.000000,0.857453,0.949730,1.150732,0.880673,0.945933,0.999932,1.000889,1.125364,1.008970,1.051236,1.079090,0.844085,1.058997,1.081236,1.072897,1.138982,1.106852,1.082696,1.070577,1.174879,1.259800,1.147826,1.278769,0.959577,1.060135,1.065577,1.080900,1.074556,1.007041,1.118548,1.088936,0.882243,1.019887,1.047019,1.118222,1.068820,0.917652,0.984899,0.852353,1.116476,1.109158,1.108368,1.106094,1.103223,1.068369,1.044038,1.128265,0.957091,1.189640,1.098378,0.962755,1.070068,1.046390,1.073978,0.942855,1.165589,1.076973,0.990859,1.024172,1.125830,1.058429,1.150528,1.141337,1.073107,1.325071,1.010863,1.240143,1.111701,0.955440,1.044407,1.141219,1.105158,1.100086,1.090641,1.145219,1.101798,1.143109,0.990798,1.110151,0.990110,0.956452,0.987510,1.033040,1.089737,1.219205,1.099755,1.099859,1.116876,1.005742,1.337865,1.123903,1.273657,1.220943,1.067701,1.078213,1.122637,1.104901,1.079136,1.105093,1.256927,1.131134,1.125681,1.204096,1.344829,1.226193,1.301040,1.056594,1.204757,1.168502,1.096575,1.036959,1.145859,1.191743,1.013541,1.232280,1.147921,1.170257,1.239229,1.024140,1.124852,1.023126
杨戴/祝福__chunk006,1.163381,1.175978,1.123689,1.118751,1.012531,1.197916,1.037299,1.114187,1.151709,1.049668,0.943562,1.290083,1.186311,1.204424,1.213654,1.082237,1.050891,1.042715,1.203799,1.084714,1.052531,1.355437,1.031228,1.268999,1.451031,1.284823,1.230845,1.192721,1.127866,1.183532,1.095518,1.028853,1.031285,1.230299,1.195053,1.181561,1.198123,1.217646,1.110666,1.014710,1.124893,1.206655,1.146571,1.083468,0.998556,0.994307,0.857453,0.000000,0.917940,1.329992,1.168201,1.124946,1.267584,1.189105,1.292069,1.107158,1.176688,1.194481,0.995307,1.213929,1.185692,1.285117,1.263572,1.239547,1.244259,1.179948,1.313620,1.146606,1.277185,1.333436,1.298579,1.164768,1.144316,1.120784,1.140663,1.090444,1.129295,1.069955,1.040841,1.138299,1.164203,1.186989,1.303389,1.065381,1.136592,1.084169,1.131081,1.214633,1.191263,1.202056,1.192984,1.195615,1.132116,1.230743,1.169812,1.318638,1.246226,1.152955,1.279825,1.215953,1.297628,1.165824,1.217567,1.132071,1.175781,1.136878,1.335032,1.167764,1.259583,1.336043,1.381811,1.485993,1.243971,1.347676,1.237849,1.075281,1.172793,1.253235,1.137122,1.177002,1.228657,1.178069,1.295455,1.337675,1.209161,1.144992,1.234580,1.246763,1.102773,1.008449,1.229527,1.312055,1.326112,1.307173,1.197884,1.207664,1.326356,1.329822,1.439173,1.375215,1.286256,1.280571,1.168317,1.285894,1.259900,1.311911,1.371877,1.286652,1.327850,1.218292,1.252464,1.227905,1.446995,1.198098,1.279363,1.232527,1.189297,1.158871,1.110704,1.296537,1.183861,1.272782,1.235619,1.277843,1.427080,1.106636,1.229433,1.193569
杨戴/祝福__chunk007,1.011166,0.998821,0.997012,1.026695,1.045701,0.974267,1.036649,1.170951,1.001763,0.945421,0.929240,1.137948,1.031212,1.017982,1.059781,1.100687,1.193638,0.973759,1.085053,1.016312,0.982009,1.244312,1.046919,1.264010,1.335488,1.248504,1.007147,1.126685,1.037159,1.126266,1.123320,0.913999,1.008945,1.241129,1.129779,1.295176,1.259646,1.305635,1.105148,1.072982,1.201553,1.175881,1.011556,1.121388,0.971389,0.940136,0.949730,0.917940,0.000000,1.121070,0.998226,0.981990,0.936223,1.049270,0.961088,0.945574,1.183808,1.097161,0.977665,0.886313,1.022988,1.198358,1.044782,1.106821,1.265029,1.302552,1.260197,1.166263,1.109143,1.222773,1.114195,1.149507,1.071527,1.159815,1.042802,1.113349,1.202629,1.045424,0.989219,1.163191,1.121244,1.069692,1.115797,1.015002,1.017376,0.983833,1.075287,1.018022,1.082237,1.121380,1.018139,1.060600,1.189783,1.231418,1.034392,1.141932,1.078032,1.006667,1.022080,1.069362,1.223697,1.158288,1.171207,1.021711,1.055930,1.127050,1.127655,1.168164,1.224087,1.259093,1.170669,1.283513,1.179217,1.157236,1.048007,0.981476,1.084087,1.191492,1.221843,1.181453,1.153566,1.204389,1.262447,1.231343,1.065931,1.064059,0.984196,0.953175,1.219698,0.907921,1.090757,1.180154,1.154627,1.108548,0.973440,1.123785,1.085622,1.170249,1.340516,1.180136,1.072413,1.063537,1.012074,1.181980,1.107124,1.181111,1.245055,1.277397,1.147307,1.120032,1.193707,1.111089,1.229927,1.108151,1.257225,1.230460,1.106901,1.154292,1.163169,1.048693,1.179143,1.134200,1.174216,1.079589,1.235297,0.994682,1.055354,1.223257
杨戴/离婚__chunk001,1.063574,1.253956,1.174063,1.208721,1.163798,1.083078,1.152984,1.285755,1.105526,1.217614,1.060992,1.138219,0.987566,0.927603,1.090442,1.070809,1.078685,0.958554,1.080666,1.067040,1.114293,1.231509,1.056326,1.253579,1.176021,1.072845,0.983518,1.174347,1.008867,1.163155,1.077629,0.982679,1.127790,1.375465,1.161988,1.174234,1.189114,1.167420,1.172003,1.201969,1.074893,1.041677,1.106100,1.115214,1.107420,1.158494,1.150732,1.329992,1.121070,0.000000,1.004826,0.872261,1.005534,0.940305,0.950743,0.874913,1.177811,0.917734,1.156001,0.974511,0.898918,1.044492,0.998689,1.097841,1.075844,1.249043,1.098939,1.053595,1.087622,1.188804,1.075975,1.109861,1.031589,1.206718,1.072360,1.031757,1.167909,1.096717,1.025970,1.210460,1.271724,1.063112,1.267446,0.991770,0.842390,0.836903,1.139976,1.213490,1.157416,1.066176,1.043400,1.241477,1.253524,1.108179,1.042052,1.192645,1.107738,1.033733,0.966716,0.947471,1.219110,1.032063,0.977699,0.914525,1.116184,1.053661,1.119730,1.035815,1.080836,1.096225,0.922082,1.211216,1.037738,1.010678,0.913916,1.088538,1.103556,1.116151,1.107262,0.941950,1.014693,1.122680,1.179316,1.081808,1.058929,1.150247,0.975189,1.052764,1.309013,1.182274,1.240850,0.735203,1.026230,0.979731,0.881185,1.014879,1.016701,0.945593,1.167491,0.973680,1.106210,1.100287,0.941542,1.002561,0.928906,1.073297,1.081709,1.230230,0.944053,1.169971,1.122632,1.123515,1.144535,1.116106,1.119998,1.087191,1.000994,1.072826,1.106890,0.951067,1.140001,1.104386,1.069329,1.045169,1.235884,0.932667,0.874642,1.000676
杨戴/离婚__chunk002,0.998888,0.941581,0.985211,1.036670,1.024633,0.920086,0.858593,1.038179,0.840938,0.907718,1.000568,1.136077,0.901778,0.909308,0.895970,1.043257,0.918690,0.836581,0.959134,0.888889,0.948203,1.267259,0.882118,1.090580,1.175226,1.091897,0.985382,0.972492,0.990643,1.015494,1.034295,0.901682,0.876439,1.211204,1.010343,1.146931,1.144229,1.176626,1.039009,1.080884,0.972975,1.031019,0.857039,1.074560,0.906078,1.018235,0.880673,1.168201,0.998226,1.004826,0.000000,0.837271,0.883591,0.864451,0.886798,0.793863,0.981132,0.884342,0.897475,0.916239,0.984830,0.901233,1.044620,0.949813,0.994731,1.091516,1.106705,1.106469,1.044191,1.022722,1.004796,0.957003,0.933407,1.138761,0.978718,0.926125,1.138388,0.943551,0.993165,1.070886,1.082600,1.025689,0.962720,0.838560,0.878831,0.845317,1.053422,1.084465,0.997914,1.082004,0.989962,1.045303,1.107575,1.081951,0.954414,1.092371,1.076828,0.900647,0.952724,0.978843,1.066259,0.968233,0.973121,0.981072,1.007377,1.123141,1.040214,0.978916,1.027599,1.118222,0.934091,1.259279,0.987471,1.147966,1.016782,0.969825,0.970993,1.074300,1.191396,1.054651,1.064953,1.127049,1.092286,1.163195,1.057883,1.049474,1.080629,1.006507,1.199977,1.118444,1.196969,1.044179,0.752544,1.003513,0.940177,0.922896,1.059809,0.895594,1.111720,0.978918,1.048568,1.021652,1.031903,0.958742,1.046935,1.043842,1.116571,1.156441,1.019617,1.164989,1.221536,1.117736,1.127361,0.992640,1.084355,1.148041,1.022719,0.962066,0.969008,0.956876,1.080277,1.069389,1.044357,1.034189,1.101778,0.928203,0.954263,0.958954
杨戴/离婚__chunk003,0.887814,0.904412,0.961699,0.930551,0.915378,0.775608,0.957112,1.041271,0.877103,0.953939,0.898929,0.985489,0.896729,0.877542,0.931429,0.958911,0.854425,0.815287,0.921500,0.878878,0.919964,1.071046,0.863691,1.030286,1.182506,1.081611,0.984495,0.989880,0.887887,1.046154,1.022262,0.899794,0.967532,1.170509,1.065009,1.124891,1.024228,1.131001,0.953722,0.966239,0.995315,1.059302,0.946286,0.908756,0.814636,0.967006,0.945933,1.124946,0.981990,0.872261,0.837271,0.000000,0.832611,0.915741,0.738926,0.814383,1.085154,0.815260,0.881969,1.001083,0.889249,1.056866,0.989388,0.991902,1.044753,1.110287,0.925680,0.994886,0.945919,1.058484,0.928239,1.013637,0.918076,0.979526,1.021755,0.801541,0.995956,0.904588,0.954735,1.056776,1.070507,1.006768,1.118880,0.804036,0.893387,0.780751,0.950903,0.935888,1.077909,0.857870,0.876045,1.035348,1.048843,1.089070,0.928390,1.097198,0.884467,0.893910,0.931195,0.951791,1.129939,0.910751,0.994949,0.910848,0.878186,0.973902,0.887831,0.980317,0.948265,1.035446,0.912778,1.256588,0.912087,0.974171,0.950480,0.927288,1.088310,1.008223,1.102197,0.950443,0.987943,1.059939,1.098149,1.066553,0.905812,0.859293,0.946165,0.908938,1.099388,1.065564,1.144206,0.923178,0.976200,0.790388,0.931680,0.840888,0.930638,0.943927,1.189128,1.012582,1.046061,1.119184,0.955222,1.033859,1.010265,1.050701,1.211703,1.130762,0.960204,1.017713,1.151120,1.029301,1.085910,0.999032,1.148989,0.992316,0.976152,0.891893,0.986628,0.943228,1.065319,1.008808,0.994992,1.023133,1.156745,0.865749,0.917402,0.989579
