,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/伤逝__chunk005,杨戴/伤逝__chunk006,杨戴/伤逝__chunk007,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/在酒楼上__chunk003,杨戴/在酒楼上__chunk004,杨戴/在酒楼上__chunk005,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/奔月__chunk003,杨戴/奔月__chunk004,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/孤独者__chunk005,杨戴/孤独者__chunk006,杨戴/孤独者__chunk007,杨戴/孤独者__chunk008,杨戴/幸福的家庭__chunk001,杨戴/幸福的家庭__chunk002,杨戴/幸福的家庭__chunk003,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/故乡__chunk003,杨戴/故乡__chunk004,杨戴/明天__chunk001,杨戴/明天__chunk002,杨戴/明天__chunk003,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/狂人日记__chunk003,杨戴/狂人日记__chunk004,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/社戏__chunk003,杨戴/社戏__chunk004,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/祝福__chunk005,杨戴/祝福__chunk006,杨戴/祝福__chunk007,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/离婚__chunk003,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/肥皂__chunk003,杨戴/肥皂__chunk004,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/药__chunk003,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/铸剑__chunk004,杨戴/铸剑__chunk005,杨戴/铸剑__chunk006,杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/阿Q正传__chunk010,杨戴/阿Q正传__chunk011,杨戴/阿Q正传__chunk012,杨戴/阿Q正传__chunk013,杨戴/阿Q正传__chunk014,杨戴/阿Q正传__chunk015,杨戴/阿Q正传__chunk016,杨戴/阿Q正传__chunk017,杨戴/风波__chunk001,杨戴/风波__chunk002,杨戴/风波__chunk003,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/伤逝__chunk004,蓝/伤逝__chunk005,蓝/伤逝__chunk006,蓝/伤逝__chunk007,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/在酒楼上__chunk003,蓝/在酒楼上__chunk004,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/奔月__chunk003,蓝/奔月__chunk004,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/孤独者__chunk005,蓝/孤独者__chunk006,蓝/孤独者__chunk007,蓝/孤独者__chunk008,蓝/幸福的家庭__chunk001,蓝/幸福的家庭__chunk002,蓝/幸福的家庭__chunk003,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/故乡__chunk003,蓝/明天__chunk001,蓝/明天__chunk002,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/狂人日记__chunk003,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/社戏__chunk003,蓝/社戏__chunk004,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/祝福__chunk004,蓝/祝福__chunk005,蓝/祝福__chunk006,蓝/祝福__chunk007,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/离婚__chunk003,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/肥皂__chunk003,蓝/肥皂__chunk004,蓝/药__chunk001,蓝/药__chunk002,蓝/药__chunk003,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/铸剑__chunk004,蓝/铸剑__chunk005,蓝/铸剑__chunk006,蓝/铸剑__chunk007,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/阿Q正传__chunk009,蓝/阿Q正传__chunk010,蓝/阿Q正传__chunk011,蓝/阿Q正传__chunk012,蓝/阿Q正传__chunk013,蓝/阿Q正传__chunk014,蓝/阿Q正传__chunk015,蓝/阿Q正传__chunk016,蓝/阿Q正传__chunk017,蓝/风波__chunk001,蓝/风波__chunk002,蓝/风波__chunk003
杨戴/祝福__chunk002,1.024784,1.043328,0.971473,1.011194,0.992022,1.022882,0.868218,1.042593,1.003183,0.947913,0.992043,1.129540,1.188754,1.086348,1.238046,1.128801,1.042382,1.033831,0.965081,0.958076,0.884090,0.939792,1.026698,1.086416,1.315647,1.080288,1.188912,0.986909,0.995723,1.110683,1.099186,1.127686,1.154577,1.344699,1.074839,1.015036,1.090208,0.966384,0.996430,0.938834,1.124868,1.242874,1.080788,0.000000,0.928886,1.034112,1.147502,1.083471,1.121382,1.115203,1.074558,0.908755,1.190645,1.012889,1.128608,1.084514,1.225427,1.080200,1.164336,1.138033,1.139112,1.216327,1.219407,1.184174,1.306490,1.131168,0.983363,0.952193,1.112915,1.089707,1.128416,1.089130,1.087688,1.120976,1.064683,1.127018,0.908192,1.092893,1.028120,1.253424,1.138625,1.179473,1.162717,1.142806,1.077640,1.129677,0.962031,1.059792,0.904361,1.020696,0.925309,1.068418,0.997301,1.159365,1.107072,1.169862,1.129186,1.165902,1.151241,1.192888,1.223979,1.101281,1.191028,0.977263,1.098506,1.019399,1.051545,1.152697,1.144761,1.321631,1.134687,1.430313,1.096409,1.180161,1.190805,1.200667,1.238636,1.117217,1.032753,1.113358,1.117577,1.128483,1.293365,1.400411,1.109457,0.804156,1.176380,1.171342,1.296993,1.246324,1.316683,1.168929,1.298930,1.035606,1.248790,1.157624,1.186080,1.285082,1.421543,1.323703,1.355838,1.202885,1.109242,1.244113,1.208411,1.206481,1.381025,1.291894,1.070759,1.063583,1.325709,1.156118,1.245533,1.065493,1.362136,1.213878,1.147089,1.142232,1.113728,1.241031,1.120448,1.242332,1.187272,1.263633,1.416425,1.155049,1.202244,1.200158
杨戴/祝福__chunk003,1.025065,0.981428,0.935783,0.962887,0.949665,0.841328,0.924059,0.954858,0.922899,0.970405,0.906190,1.127095,1.048335,1.081176,1.052516,1.073388,0.984995,0.954083,0.968787,0.891581,0.907329,1.128818,0.962423,1.140880,1.367599,1.213363,1.122062,0.966887,0.928439,1.022279,0.986703,0.903046,1.028417,1.087758,1.061809,1.058421,1.209456,1.190131,0.997955,0.936666,1.000206,1.057762,0.966254,0.928886,0.000000,0.843947,0.809076,0.998561,0.971386,1.107411,0.906076,0.814638,0.997009,1.086768,0.988758,1.058446,1.137966,1.035416,0.842817,1.067236,1.044249,1.090113,1.096867,1.130393,1.170702,1.149594,1.105114,1.147572,1.024124,1.003262,1.015228,1.034495,1.085258,1.027726,0.958774,0.954760,1.009109,1.039051,1.012454,1.073752,1.123240,1.138064,1.053448,0.863068,1.011445,0.944774,1.050582,1.014755,1.134169,0.997957,1.013403,0.993141,1.062444,1.068561,1.021339,1.186252,1.094439,1.080915,1.054787,1.044195,1.184992,0.941828,1.090327,1.060983,1.125446,1.020692,1.083677,1.046315,1.123956,1.270716,1.086154,1.348442,1.000420,1.207828,1.106588,0.976738,1.116824,1.094654,1.169309,1.206456,1.004567,1.093255,1.141199,1.096403,0.908517,0.951905,0.856002,1.019790,1.157470,1.154479,1.155261,1.180144,1.132238,1.082559,1.076457,1.064337,1.130731,1.159411,1.249610,1.221179,1.115989,1.226020,1.100075,1.085979,1.089241,1.132863,1.241650,1.093722,1.058752,1.106235,1.337353,1.169947,1.183994,1.119318,1.206452,1.218369,1.005198,1.010139,1.014808,1.129702,1.090824,1.179501,1.132176,1.115196,1.197809,0.947782,1.150193,1.124952
杨戴/祝福__chunk004,1.098996,1.028238,0.992617,1.122766,1.061321,1.027356,0.957686,1.212751,0.949230,0.984335,0.935543,1.121242,1.094332,1.042117,1.096138,1.166071,1.106028,0.884441,1.045534,0.898183,0.997814,1.168570,0.917807,1.115384,1.283104,1.186817,1.215562,1.101660,0.885905,1.086113,1.026475,1.015367,1.028520,1.187647,1.139513,1.070190,1.111125,1.130329,1.003678,1.056923,1.000308,0.972559,0.985045,1.034112,0.843947,0.000000,0.785180,0.994306,0.940136,1.158491,1.018227,0.967004,1.109417,1.029072,1.141490,1.052200,1.119885,1.095029,0.875658,1.108422,1.134422,1.139171,1.219533,1.097417,1.177008,1.195058,1.138962,1.205005,1.178897,1.191832,1.021001,1.101351,1.069197,1.083181,1.083302,1.095820,1.141609,1.025166,0.958301,1.111219,1.029918,1.062174,1.165811,0.942444,0.938944,0.888507,1.092018,1.101323,1.085455,1.095342,0.971491,1.102202,1.065499,1.203079,0.992495,1.156333,1.059932,1.017071,1.139321,1.059257,1.135746,1.100886,1.132413,1.011981,1.019557,1.117124,1.122714,1.118023,1.041389,1.248048,1.092264,1.315690,1.053591,1.079249,1.072816,0.926598,1.045238,1.153496,1.121099,1.048335,1.111710,1.145007,1.149770,1.192777,1.126249,1.037081,0.985933,0.834587,0.972574,1.019144,1.174482,1.088929,1.093756,1.075527,1.107524,1.052581,1.223971,1.122708,1.274810,1.254693,1.135316,1.176217,1.041695,1.197296,1.162168,1.170972,1.279170,1.233097,1.109051,1.229069,1.210933,1.116735,1.292660,1.106880,1.300860,1.176232,1.068480,1.154628,1.136548,1.209439,1.197545,1.162734,1.065642,1.189533,1.348570,1.045684,0.967837,1.171113
杨戴/祝福__chunk005,1.098782,1.045552,0.951060,1.048889,1.017658,0.989180,0.886848,1.084546,0.854065,0.944001,0.894637,1.163195,0.967557,1.013968,0.976399,0.988883,0.966950,0.972117,0.955525,0.918283,0.872492,1.295326,0.895981,1.247308,1.307186,1.103426,1.098911,1.013322,0.974439,0.989512,1.063249,0.918365,0.983654,1.135370,1.109572,1.177534,1.145716,1.235813,0.945796,1.045499,1.021324,1.010762,0.847192,1.147502,0.809076,0.785180,0.000000,0.857454,0.949721,1.150721,0.880676,0.945930,0.999928,1.000891,1.125362,1.008971,1.051240,1.079093,0.844080,1.059000,1.081240,1.072899,1.138987,1.106853,1.082695,1.070577,1.174880,1.259805,1.147826,1.278770,0.959578,1.060139,1.065582,1.080900,1.074558,1.007036,1.118545,1.088932,0.882247,1.019881,1.047022,1.118219,1.068819,0.917652,0.984891,0.852354,1.116481,1.109155,1.108370,1.106098,1.103223,1.068372,1.044041,1.128264,0.957083,1.189636,1.098380,0.962752,1.070075,1.046387,1.073970,0.942858,1.165592,1.076971,0.990858,1.024175,1.125832,1.058428,1.150528,1.141332,1.073103,1.325072,1.010863,1.240136,1.111702,0.955438,1.044412,1.141219,1.105153,1.100081,1.090642,1.145221,1.101802,1.143112,0.992636,1.110149,0.990104,0.956440,0.987503,1.033036,1.089735,1.219188,1.099747,1.099859,1.116880,1.005744,1.337857,1.123905,1.273664,1.220944,1.067706,1.078214,1.122634,1.104906,1.079139,1.105096,1.256921,1.131133,1.125685,1.204100,1.344827,1.226187,1.301030,1.056597,1.204759,1.168504,1.096578,1.036956,1.145861,1.191746,1.013541,1.232283,1.147922,1.170256,1.239229,1.024141,1.124848,1.023121
杨戴/祝福__chunk006,1.163383,1.175968,1.123687,1.118751,1.012526,1.197915,1.037297,1.114180,1.151699,1.049661,0.943555,1.290079,1.186306,1.204422,1.213657,1.082229,1.050893,1.042718,1.203799,1.084713,1.052525,1.355433,1.031227,1.268994,1.451030,1.284824,1.230843,1.192713,1.127865,1.183531,1.095508,1.028842,1.031280,1.230301,1.195050,1.181555,1.198117,1.217638,1.110663,1.014702,1.124890,1.206657,1.146576,1.083471,0.998561,0.994306,0.857454,0.000000,0.917936,1.329985,1.168199,1.124948,1.267578,1.189103,1.292072,1.107154,1.176689,1.194479,0.995307,1.213928,1.185689,1.285114,1.263576,1.239551,1.244263,1.179952,1.313615,1.146606,1.277183,1.333432,1.298577,1.164772,1.144314,1.120789,1.140660,1.090444,1.129289,1.069947,1.040842,1.138290,1.164204,1.186982,1.303384,1.065376,1.136588,1.084173,1.131081,1.214626,1.191262,1.202055,1.192979,1.195613,1.132113,1.230739,1.169803,1.318629,1.246224,1.152947,1.279827,1.215956,1.297616,1.165829,1.217572,1.132076,1.175784,1.136878,1.335036,1.167766,1.259579,1.336044,1.381814,1.485997,1.243966,1.347676,1.237852,1.075284,1.172794,1.253231,1.137115,1.177002,1.228653,1.178066,1.295455,1.337678,1.206464,1.144993,1.234579,1.246758,1.102770,1.008447,1.229530,1.312042,1.326108,1.307178,1.197884,1.207662,1.326355,1.329819,1.439178,1.375213,1.286258,1.280569,1.168310,1.285897,1.259897,1.311911,1.371875,1.286657,1.327851,1.218293,1.252465,1.227902,1.446989,1.198098,1.279361,1.232526,1.189296,1.158874,1.110706,1.296539,1.183857,1.272783,1.235616,1.277840,1.427074,1.106641,1.229432,1.193567
杨戴/祝福__chunk007,1.011159,0.998802,0.997000,1.026685,1.045687,0.974256,1.036637,1.170937,1.001745,0.945406,0.929223,1.137933,1.031197,1.017972,1.059778,1.100670,1.193634,0.973757,1.085045,1.016302,0.981993,1.244298,1.046908,1.263995,1.335479,1.248494,1.007149,1.126667,1.037150,1.126254,1.123302,0.913996,1.008947,1.241127,1.129769,1.295163,1.259631,1.305620,1.105136,1.072965,1.201543,1.175875,1.011553,1.121382,0.971386,0.940136,0.949721,0.917936,0.000000,1.121071,0.998216,0.981987,0.936205,1.049258,0.961083,0.945562,1.183800,1.097152,0.977666,0.886303,1.022979,1.198348,1.044778,1.106814,1.265028,1.302549,1.260184,1.166254,1.109131,1.222761,1.114184,1.149502,1.071518,1.159809,1.042791,1.113350,1.202612,1.045406,0.989209,1.163171,1.121235,1.069677,1.115784,1.014989,1.017379,0.983827,1.075279,1.018007,1.082225,1.121370,1.018126,1.060590,1.189773,1.231406,1.034372,1.141913,1.078020,1.006652,1.022072,1.069361,1.223676,1.158283,1.171203,1.021705,1.055923,1.127040,1.127650,1.168162,1.224074,1.259100,1.170671,1.283509,1.179204,1.157240,1.048003,0.981474,1.084081,1.191479,1.221827,1.181452,1.153554,1.204377,1.262439,1.231336,1.063211,1.064058,0.984198,0.953177,1.219699,0.907921,1.090757,1.180150,1.154633,1.108544,0.973431,1.123773,1.085625,1.170238,1.340511,1.180125,1.072406,1.063526,1.012058,1.181976,1.107113,1.181102,1.245063,1.277398,1.147300,1.120022,1.193707,1.111092,1.229930,1.108141,1.257215,1.230451,1.106892,1.154290,1.163164,1.048686,1.179131,1.134193,1.174205,1.079576,1.235283,0.994679,1.055353,1.223257
杨戴/离婚__chunk001,1.063563,1.253935,1.174047,1.208709,1.163781,1.083064,1.152969,1.285738,1.105504,1.217595,1.060973,1.138202,0.987547,0.927588,1.090437,1.070791,1.078677,0.958547,1.080654,1.067026,1.114275,1.231491,1.056312,1.253562,1.176008,1.072832,0.983516,1.174327,1.008853,1.163141,1.077607,0.982678,1.127790,1.375461,1.161972,1.174216,1.189096,1.167400,1.171989,1.201949,1.074880,1.041667,1.106094,1.115203,1.107411,1.158491,1.150721,1.329985,1.121071,0.000000,1.004812,0.872254,1.005514,0.940290,0.950733,0.874897,1.177800,0.917721,1.155998,0.974497,0.898903,1.044478,0.998680,1.097833,1.075839,1.249036,1.098924,1.053581,1.087609,1.188788,1.075960,1.109851,1.031577,1.206713,1.072342,1.031754,1.167891,1.096696,1.025959,1.210439,1.271715,1.063093,1.267430,0.991754,0.842389,0.836894,1.139962,1.213471,1.157402,1.066161,1.043380,1.241463,1.253510,1.108163,1.042030,1.192625,1.107725,1.033714,0.966706,0.947466,1.219088,1.032056,0.977691,0.914515,1.116175,1.053647,1.119721,1.035808,1.080822,1.096228,0.922081,1.211208,1.037723,1.010678,0.913908,1.088533,1.103544,1.116133,1.107241,0.941945,1.014676,1.122665,1.179304,1.081797,1.056169,1.150241,0.975187,1.052768,1.309010,1.182270,1.240847,0.735200,1.026230,0.979723,0.881172,1.014864,1.016700,0.945577,1.167484,0.973665,1.106199,1.100272,0.941523,1.002553,0.928890,1.073285,1.081711,1.230228,0.944042,1.169958,1.122628,1.123517,1.144536,1.116095,1.119983,1.087178,1.000980,1.072823,1.106880,0.951056,1.139987,1.104376,1.069315,1.045153,1.235866,0.932660,0.874638,1.000674
杨戴/离婚__chunk002,0.998888,0.941576,0.985210,1.036673,1.024632,0.920088,0.858593,1.038175,0.840931,0.907715,1.000565,1.136076,0.901775,0.909309,0.895967,1.043254,0.918691,0.836578,0.959137,0.888891,0.948199,1.267257,0.882119,1.090577,1.175228,1.091900,0.985374,0.972487,0.990643,1.015495,1.034288,0.901664,0.876430,1.211202,1.010343,1.146929,1.144227,1.176622,1.039009,1.080879,0.972976,1.031022,0.857041,1.074558,0.906076,1.018227,0.880676,1.168199,0.998216,1.004812,0.000000,0.837268,0.883586,0.864452,0.886795,0.793861,0.981137,0.884343,0.897468,0.916241,0.984831,0.901233,1.044621,0.949813,0.994728,1.091516,1.106704,1.106471,1.044193,1.022722,1.004796,0.957005,0.933408,1.138762,0.978717,0.926119,1.138385,0.943547,0.993170,1.070879,1.082602,1.025684,0.962718,0.838559,0.878821,0.845318,1.053423,1.084460,0.997915,1.082005,0.989958,1.045303,1.107575,1.081949,0.954406,1.092366,1.076829,0.900642,0.952729,0.978839,1.066251,0.968235,0.973122,0.981069,1.007377,1.123143,1.040213,0.978913,1.027599,1.118216,0.934087,1.259278,0.987471,1.147959,1.016781,0.969822,0.970996,1.074298,1.191391,1.054645,1.064950,1.127049,1.092288,1.163198,1.059379,1.049468,1.080622,1.006496,1.199968,1.118437,1.196966,1.044159,0.752533,1.003511,0.940180,0.922897,1.059800,0.895593,1.111726,0.978919,1.048572,1.021652,1.031900,0.958745,1.046935,1.043844,1.116562,1.156439,1.019618,1.164991,1.221532,1.117729,1.127348,0.992644,1.084354,1.148044,1.022719,0.962064,0.969007,0.956877,1.080278,1.069390,1.044356,1.034189,1.101774,0.928201,0.954257,0.958948
杨戴/离婚__chunk003,0.887814,0.904400,0.961693,0.930548,0.915371,0.775603,0.957108,1.041263,0.877090,0.953930,0.898920,0.985481,0.896720,0.877537,0.931432,0.958902,0.854427,0.815292,0.921498,0.878874,0.919957,1.071038,0.863687,1.030278,1.182504,1.081609,0.984494,0.989870,0.887883,1.046150,1.022251,0.899782,0.967530,1.170513,1.065004,1.124884,1.024220,1.130992,0.953716,0.966229,0.995312,1.059302,0.946290,0.908755,0.814638,0.967004,0.945930,1.124948,0.981987,0.872254,0.837268,0.000000,0.832601,0.915736,0.738926,0.814378,1.085153,0.815257,0.881969,1.001081,0.889246,1.056862,0.989392,0.991903,1.044758,1.110290,0.925675,0.994884,0.945916,1.058479,0.928234,1.013639,0.918074,0.979530,1.021750,0.801540,0.995948,0.904578,0.954733,1.056766,1.070507,1.006758,1.118873,0.804028,0.893384,0.780751,0.950901,0.935877,1.077905,0.857867,0.876037,1.035344,1.048840,1.089064,0.928376,1.097188,0.884462,0.893900,0.931194,0.951794,1.129926,0.910755,0.994952,0.910849,0.878185,0.973900,0.887832,0.980321,0.948260,1.035446,0.912780,1.256591,0.912080,0.974170,0.950483,0.927292,1.088309,1.008216,1.102187,0.950444,0.987936,1.059934,1.098147,1.066553,0.902962,0.859295,0.946165,0.908934,1.099386,1.065564,1.144210,0.923165,0.976197,0.790389,0.931677,0.840883,0.930637,0.943922,1.189130,1.012578,1.046061,1.119180,0.955214,1.033861,1.010261,1.050699,1.211703,1.130769,0.960205,1.017710,1.151124,1.029301,1.085905,0.999031,1.148985,0.992312,0.976148,0.891897,0.986629,0.943228,1.065314,1.008808,0.994988,1.023127,1.156738,0.865751,0.917402,0.989579
杨戴/肥皂__chunk001,0.990528,1.029440,0.886557,0.976866,1.044045,0.893649,0.971531,1.192360,0.889827,0.957459,0.926335,1.026476,0.828242,0.848830,0.888148,1.010596,0.994498,0.953157,1.003934,0.912919,0.964403,1.232263,1.040085,1.051113,1.195517,1.127238,0.962394,1.080771,1.025096,1.046242,1.128635,0.844422,0.997337,1.158791,1.157710,1.293345,1.134122,1.304178,1.078850,1.111644,1.095856,1.070686,0.977996,1.190645,0.997009,1.109417,0.999928,1.267578,0.936205,1.005514,0.883586,0.832601,0.000000,0.895844,0.794033,0.744802,1.123622,0.934062,0.887185,0.843097,0.920190,1.072469,0.994736,0.941486,1.038435,1.177321,1.106836,1.077796,1.109635,1.172055,0.923790,1.027504,0.981225,1.148900,1.033664,0.995296,1.197284,1.005785,1.001033,1.000372,1.256595,1.080008,1.111596,0.864326,1.055313,0.814451,0.933904,0.937944,1.035126,0.989204,0.942780,0.969202,1.100494,1.010699,0.815347,0.909529,0.861426,0.875495,0.852840,0.858402,1.041518,0.990957,1.037278,0.910285,0.922601,1.041921,0.970725,0.977580,0.961932,1.063878,0.944052,1.200521,0.901558,0.908030,0.976659,0.819040,0.949999,1.047368,1.164055,1.019249,1.051544,1.128542,1.038098,1.095768,0.967706,0.912457,0.909943,0.880017,1.109096,1.113789,1.059499,0.974659,1.017066,0.911442,0.660739,0.832043,0.981788,0.895782,1.142620,0.942653,0.938333,0.908648,0.859874,0.951294,0.919290,0.963814,1.116547,1.142048,1.021629,1.010101,1.194853,1.068567,1.096416,1.045520,1.008601,1.079342,1.008299,1.047151,1.039728,0.959962,1.005501,0.956320,0.993908,0.935794,1.208097,0.893607,0.925875,0.974282
杨戴/肥皂__chunk002,1.136208,1.051067,1.151851,0.990635,0.977220,0.903899,0.939249,1.133134,0.966177,1.033477,1.003044,1.039207,0.890730,0.818077,0.952800,0.945001,1.068788,0.917376,1.044060,0.922242,0.967150,1.039024,0.914425,1.114916,1.221394,1.019817,0.995754,1.105595,1.063733,1.084678,1.089378,0.904995,1.058808,1.294031,1.165579,1.144575,1.028435,1.271277,0.946770,1.016873,1.044396,1.150102,1.087104,1.012889,1.086768,1.029072,1.000891,1.189103,1.049258,0.940290,0.864452,0.915736,0.895844,0.000000,0.970490,0.863114,1.187661,0.969113,1.093009,0.892717,0.999533,1.148697,1.042677,1.062189,1.181949,1.142885,1.019278,1.045581,1.120296,0.974619,1.109491,1.136781,1.038660,1.168270,1.081906,1.049281,1.190350,1.053871,1.086699,1.101924,1.158922,1.085771,1.108995,0.992595,0.954217,0.888785,1.148011,1.123998,1.059476,0.983048,0.960813,1.282067,1.241256,1.114910,1.007563,1.041792,1.020733,0.925748,0.963347,1.074552,1.069950,1.051240,1.075028,1.036478,1.034577,1.069407,1.024868,1.134534,1.058265,1.081159,1.012689,1.286463,1.040601,1.029364,0.984724,1.010114,1.139923,1.186745,1.160734,0.954268,1.082531,1.057574,1.202278,1.234929,1.139135,1.034516,1.073548,0.989522,1.201862,1.101155,1.373738,1.021432,1.074355,1.003571,1.011335,0.776992,1.049389,0.991003,1.312499,1.145676,1.185201,0.943850,0.939199,1.137359,1.021097,1.132740,1.242029,1.261360,1.067832,1.085801,1.269736,1.104882,1.285263,1.115589,1.234692,1.135949,1.059686,1.124399,1.167961,1.087549,1.111320,1.114590,1.107132,1.101327,1.243397,1.024800,0.997536,1.078201
杨戴/肥皂__chunk003,1.102044,1.049402,1.027412,1.074247,1.127801,0.895250,1.100946,1.216879,0.918010,1.113801,1.042357,1.108329,0.927663,0.828487,0.942867,1.041282,1.089798,0.858857,1.126664,0.889804,1.034984,1.217508,1.094083,1.145530,1.087370,1.159892,1.025814,1.086130,1.065348,1.032866,1.026152,1.005728,1.052329,1.184249,1.129076,1.217380,1.030577,1.252580,1.095126,1.069325,1.145230,1.188688,1.095385,1.128608,0.988758,1.141490,1.125362,1.292072,0.961083,0.950733,0.886795,0.738926,0.794033,0.970490,0.000000,0.881154,1.129274,0.901967,0.949904,0.963298,0.936453,1.125654,1.014147,1.067908,1.041709,1.156168,1.109992,1.219510,1.090495,1.226358,1.162921,1.162572,1.099815,1.203392,1.163585,1.027109,1.246307,1.123790,1.017178,1.169141,1.261259,1.143289,1.137067,0.877147,0.980012,0.890563,0.925468,1.089942,1.053786,1.067573,0.980328,1.088376,1.141235,1.146607,0.953419,1.059386,1.078957,0.931590,0.891807,0.991791,1.087727,1.036498,1.064401,0.960920,0.945245,1.113443,0.897816,1.047516,1.004290,1.072990,0.972935,1.179737,1.060944,0.989677,0.960906,0.951618,0.988476,1.049314,1.204980,1.062297,1.106250,1.123966,1.128892,1.139103,1.023293,0.967200,0.973953,1.002959,1.282195,1.113630,1.199739,0.957548,0.979522,0.868777,0.856737,0.956940,0.739862,0.913149,1.188911,0.959149,1.063103,1.099486,0.901773,0.954396,0.905562,1.070789,1.164704,1.217522,1.030849,1.041653,1.222434,1.132338,1.155134,1.147426,1.086944,1.102212,1.058461,0.999609,1.017461,0.993497,1.124299,1.010160,1.106667,1.093403,1.223436,0.873527,0.973537,0.974385
杨戴/肥皂__chunk004,0.924152,0.950493,0.870234,0.957689,0.993799,0.940027,0.899896,1.087721,0.934784,0.985894,0.967994,1.071501,0.848030,0.741558,0.837966,0.949708,1.017030,0.761469,0.994999,0.976911,0.895493,1.135197,0.968942,1.030115,0.977771,0.932177,0.912770,1.018833,0.918618,1.038334,1.015308,0.883240,0.969678,1.174625,1.053621,1.068980,1.170130,1.159596,0.932426,1.046734,0.951840,0.921163,0.913031,1.084514,1.058446,1.052200,1.008971,1.107154,0.945562,0.874897,0.793861,0.814378,0.744802,0.863114,0.881154,0.000000,0.995120,0.879851,0.880875,0.815591,0.777279,0.870941,0.986840,0.877290,1.020336,1.110454,0.938016,1.009008,1.005640,1.086831,1.010007,1.013912,0.840322,1.008209,1.002997,0.991931,1.103770,0.900524,0.922333,1.062398,1.154810,0.971276,1.119830,0.828565,0.952101,0.791261,0.999066,0.938240,0.937996,0.856645,0.931409,0.955084,1.071854,0.977913,0.792868,1.031227,0.935895,0.776609,0.847503,0.815524,0.985056,0.986902,0.962015,0.940267,0.870559,0.938996,1.006923,1.004733,0.920247,0.895946,0.806637,1.044966,0.921706,0.895793,0.852678,0.865360,0.907789,0.992854,0.994370,1.042401,0.820932,0.995432,0.911969,1.068262,0.988910,0.914372,0.995493,0.970106,1.153115,1.068029,1.055063,0.932726,0.889720,0.946382,0.796427,0.933919,0.845368,0.746764,1.057457,0.946355,0.918644,0.919612,0.792802,0.879780,0.914089,0.936005,1.054144,1.149701,0.929520,1.019381,1.100417,1.047680,1.118088,1.024045,0.966161,1.094897,0.908223,0.976590,0.926189,0.882662,0.935470,0.952545,0.953190,0.937857,1.125511,0.792581,0.823245,0.903685
